,label,tweet,length,tweet_list
129,1,All I’m asking for is a Starbucks within 3 mins of my house. I’m a simple woman.,80,"['ask', 'Starbucks', 'within', 'mins', 'house', 'simple', 'woman']"
130,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
131,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
132,1,RT @Indian_paradox: Fucking Privileged kids sitting in Starbucks telling the rural crowd why they are dumb c*nts for voting BJP. Reading In…,140,"['RT', 'Indian_paradox', 'Fucking', 'Privileged', 'kid', 'sit', 'Starbucks', 'tell', 'rural', 'crowd', 'dumb', 'vote', 'BJP', 'Reading']"
133,1,@Kentswingersuk Might get me thrown out of Starbucks!,53,"['Kentswingersuk', 'Might', 'get', 'throw', 'Starbucks']"
134,0,"Looking to join Starbucks, MDLZ (@MDLZ), or Martin Brower UK (@MBHires)? View 26 openings from these companies and more.",120,"['Looking', 'join', 'Starbucks', 'MDLZ', 'MDLZ', 'Martin', 'Brower', 'UK', 'MBHires', 'View', 'open', 'company']"
135,1,based on my friends experiences....Starbucks needs to stop treating their employees like shit.,94,"['base', 'friends', 'experience', 'Starbucks', 'need', 'stop', 'treat', 'employees', 'like', 'shit']"
136,1,@CutieWhales Pas Starbucks juste drama haha https://t.co/2wDdLGQjyY,67,"['CutieWhales', 'Pas', 'Starbucks', 'juste', 'drama', 'haha', 'https']"
137,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
138,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
139,0,"I'm at @Starbucks in Dammam, eastern https://t.co/dLGrfM6vpO",60,"['Starbucks', 'Dammam', 'eastern', 'https']"
140,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
141,0,Did you know that #Starbucks is now open at The Pavilion? Great news for Westville shoppers who need to refuel this… https://t.co/R5ulTHATFi,140,"['know', 'Starbucks', 'open', 'Pavilion', 'Great', 'news', 'Westville', 'shoppers', 'need', 'refuel', 'https']"
142,0,"RT @SilentAdmirer_8: Hey guys, if you happen to go on a roadtrip in Tagaytay and you are looking for a coffee shop, try to visit Dreamland…",139,"['RT', 'Hey', 'guy', 'happen', 'go', 'roadtrip', 'Tagaytay', 'look', 'coffee', 'shop', 'try', 'visit']"
143,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
144,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
145,1,"RT @RachieBabe079: Tried this coffee at nfr in vegas last week. DELICIOUS!

Veteran-owned coffee company donates to Oklahoma police bashed…",139,"['RT', 'Tried', 'coffee', 'nfr', 'vegas', 'last', 'week', 'DELICIOUS', 'coffee', 'company', 'donate', 'Oklahoma', 'police']"
146,0,2 more drinks to get the Starbucks Planner 💪🏻,45,"['drink', 'get', 'Starbucks', 'Planner']"
147,0,"Had a can of StarBucks coffee in my backpack a month ago at work. Set it harder than I thought on a desk, the can s… https://t.co/UB1MEq6QNE",140,"['StarBucks', 'coffee', 'backpack', 'month', 'ago', 'work', 'Set', 'harder', 'think', 'desk', 'https']"
148,1,It’s only 9:45 and all these coughing office fucks are already here at Starbucks not letting me concentrate on work 😭,117,"['cough', 'office', 'fuck', 'already', 'Starbucks', 'let', 'concentrate', 'work']"
149,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
150,0,"RT @softendear: a fan told ten to eat fruits yesterday, ten said he doesn't want too but instead he's drinking fruit juices from starbucks…",139,"['RT', 'softendear', 'fan', 'tell', 'ten', 'eat', 'fruit', 'yesterday', 'ten', 'say', 'want', 'instead', 'drink', 'fruit', 'juices']"
151,0,@kawisabee @timneroz @argumentwinner https://t.co/m4XWjIH7Iq in this story,74,"['kawisabee', 'timneroz', 'argumentwinner', 'https', 'story']"
152,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
153,0,"Looking for Part Time work?

We have a vacancy with @Aramark on our Starbucks Counter in the Atrium! 

Interested?… https://t.co/VUYw1WGNCR",139,"['Looking', 'Part', 'Time', 'work', 'vacancy', 'Aramark', 'Starbucks', 'Counter', 'Atrium', 'Interested', 'https']"
154,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
155,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
156,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
157,1,"RT @theblackdetour: Black Couple Purchased North Carolina Retail Strip Center That Holds Starbucks and Buffalo Wild Wings 

https://t.co/L4…",140,"['RT', 'theblackdetour', 'Black', 'Couple', 'Purchased', 'North', 'Carolina', 'Retail', 'Strip', 'Center', 'Holds', 'Starbucks', 'Buffalo', 'Wild', 'Wings', 'https']"
158,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
159,1,Starbucks marketing team is shaking 😂,37,"['Starbucks', 'market', 'team', 'shake']"
160,1,RT @awjiminie: yoongi is literally The Caffeinated College Gay™️ that is always running late to class but somehow has enough time to pick u…,140,"['RT', 'awjiminie', 'yoongi', 'literally', 'Caffeinated', 'College', 'always', 'run', 'late', 'class', 'somehow', 'enough', 'time', 'pick']"
161,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
162,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
163,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
164,0,@ruvbyjane starbucks sayang,27,"['ruvbyjane', 'starbucks', 'sayang']"
165,1,RT @MuellerDad69: I’m the manager of a Starbucks in Charlotte NC. I have informed my employees that they will be fired on the spot if I hea…,140,"['RT', 'manager', 'Starbucks', 'Charlotte', 'NC', 'inform', 'employees', 'fire', 'spot']"
166,0,"RT @RachieBabe079: Tried this coffee at nfr in vegas last week. DELICIOUS!

Veteran-owned coffee company donates to Oklahoma police bashed…",139,"['RT', 'Tried', 'coffee', 'nfr', 'vegas', 'last', 'week', 'DELICIOUS', 'coffee', 'company', 'donate', 'Oklahoma', 'police']"
167,1,"I may blow up the world, I may not. Depending on what mood I am and how long I have to wait for Starbucks https://t.co/9HSUDZeq4c",129,"['may', 'blow', 'world', 'may', 'Depending', 'mood', 'long', 'wait', 'Starbucks', 'https']"
168,0,"RT @RNTata2000: The crowd of people on launch day showed that it wasn’t just about the coffee, but also about relationships. Wishing @Starb…",140,"['RT', 'crowd', 'people', 'launch', 'day', 'show', 'coffee', 'also', 'relationships', 'Wishing']"
169,0,"I'm at Starbucks in Kuwait, Hawalli Governorate https://t.co/XOvKMVxmLr",71,"['Starbucks', 'Kuwait', 'Hawalli', 'Governorate', 'https']"
170,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
171,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
172,0,@ starbucks   contrata,22,"['starbucks', 'contrata']"
173,1,RT @argumentwinner: starbucks has a profanity filter in place to prevent things like this from happening. the only way for the name “pig” t…,140,"['RT', 'argumentwinner', 'starbucks', 'profanity', 'filter', 'place', 'prevent', 'things', 'like', 'happen', 'way', 'name', 'pig']"
174,0,Check out what I just added to my closet on Poshmark: Starbucks Holiday Platinum Studded Tumbler.… https://t.co/s4Z07Zbymi,122,"['Check', 'add', 'closet', 'Poshmark', 'Starbucks', 'Holiday', 'Platinum', 'Studded', 'https']"
175,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
176,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
177,0,@HeatherEllayes EVERYTHING FOR STARBUCKS,40,"['HeatherEllayes', 'EVERYTHING', 'STARBUCKS']"
178,0,Check out what I just added to my closet on Poshmark: Starbucks Holiday Pink Studded Tumbler.… https://t.co/IXIkZwseQF,118,"['Check', 'add', 'closet', 'Poshmark', 'Starbucks', 'Holiday', 'Pink', 'Studded', 'https']"
179,1,"lowkey want a job at starbucks, i know this is the most random thing ever but i miss making coffee",98,"['lowkey', 'want', 'job', 'starbucks', 'know', 'random', 'thing', 'ever', 'miss', 'make', 'coffee']"
180,1,"RT @chadfelixg: *who wrote ""PIG"" on the police officer's coffee cups and also her being trans was 100% irrelevant. 🙄 https://t.co/m0zhz5aGFq",140,"['RT', 'chadfelixg', 'write', 'PIG', 'police', 'officer', 'coffee', 'cup', 'also', 'trans', 'irrelevant', 'https']"
181,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
182,1,"RT @Ninja: The girls at the Starbucks drive through asked for my name, I said Tyler. Pulled up and saw them talking and smiling and they wr…",140,"['RT', 'Ninja', 'girls', 'Starbucks', 'drive', 'ask', 'name', 'say', 'Tyler', 'Pulled', 'saw', 'talk', 'smile']"
183,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
184,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
185,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
186,0,I'm at Starbucks in الرياض https://t.co/Vilfluc8l1,50,"['Starbucks', 'الرياض', 'https']"
187,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
188,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
189,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
190,1,"this is a bit old but somehow I just came across it and recommend it for a coffee-break-read: https://t.co/MVV2xc1GTF
#Election2020",131,"['bite', 'old', 'somehow', 'come', 'across', 'recommend', 'https']"
191,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
192,1,"@IDONTLIKECARS1 ""don't apologize, kid, it's okay."" 

he looked around. they weren't too far from the starbucks, he… https://t.co/9y5AaZEGpm",139,"['apologize', 'kid', 'okay', 'look', 'around', 'far', 'starbucks', 'https']"
193,1,RT @Iasshoe: white girls @ starbucks b like : lemme get uh https://t.co/Jz2QtmpImG,82,"['RT', 'Iasshoe', 'white', 'girls', 'starbucks', 'b', 'like', 'lem', 'get', 'uh', 'https']"
194,0,"Been drinking this coffee for a couple years. Custom roasted to your tastes. They support  2A rights 
If you buy fr… https://t.co/dUcfXbvnOa",140,"['drink', 'coffee', 'couple', 'years', 'Custom', 'roast', 'taste', 'support', 'right', 'buy', 'https']"
195,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
196,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
197,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
198,1,"RT @jarznar: Hey if your name is Ashley and you’re dating a guy named David (tall, built, white) he’s talking mad shit about you in front o…",140,"['RT', 'jarznar', 'Hey', 'name', 'Ashley', 'date', 'guy', 'name', 'David', 'tall', 'build', 'white', 'talk', 'mad', 'shit', 'front']"
199,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
200,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
201,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
202,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
203,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
204,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
205,1,RT @MuellerDad69: I’m the manager of a Starbucks in Charlotte NC. I have informed my employees that they will be fired on the spot if I hea…,140,"['RT', 'manager', 'Starbucks', 'Charlotte', 'NC', 'inform', 'employees', 'fire', 'spot']"
206,1,me happily holding my cup of overpriced starbucks coffee https://t.co/wRFnEnnchS,80,"['happily', 'hold', 'cup', 'overprice', 'starbucks', 'coffee', 'https']"
207,1,RT @Iasshoe: white girls @ starbucks b like : lemme get uh https://t.co/Jz2QtmpImG,82,"['RT', 'Iasshoe', 'white', 'girls', 'starbucks', 'b', 'like', 'lem', 'get', 'uh', 'https']"
208,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
209,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
210,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
211,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
212,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
213,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
214,1,RT @MuellerDad69: I’m the manager of a Starbucks in Charlotte NC. I have informed my employees that they will be fired on the spot if I hea…,140,"['RT', 'manager', 'Starbucks', 'Charlotte', 'NC', 'inform', 'employees', 'fire', 'spot']"
215,1,"I worked at Starbucks for a week, I couldn’t handle customers being assholes over their coffee being 10 degrees too… https://t.co/CuC5YdLZ33",140,"['work', 'Starbucks', 'week', 'handle', 'customers', 'assholes', 'coffee', 'degrees', 'https']"
216,0,Wow 🤩 https://t.co/7wUvbKNsWo,29,"['Wow', 'https']"
217,1,RT @Iasshoe: white girls @ starbucks b like : lemme get uh https://t.co/Jz2QtmpImG,82,"['RT', 'Iasshoe', 'white', 'girls', 'starbucks', 'b', 'like', 'lem', 'get', 'uh', 'https']"
218,0,@AtlanticCityKid @MuellerDad69 @Starbucks Certainly,51,"['AtlanticCityKid', 'Starbucks', 'Certainly']"
219,1,"RT @Ninja: The girls at the Starbucks drive through asked for my name, I said Tyler. Pulled up and saw them talking and smiling and they wr…",140,"['RT', 'Ninja', 'girls', 'Starbucks', 'drive', 'ask', 'name', 'say', 'Tyler', 'Pulled', 'saw', 'talk', 'smile']"
220,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
221,1,"#StarbucksRule #12: #Starbucks = #StealYourBucks

#badservice #badcustomerservice #scam #ripoff… https://t.co/5WlpoxPunC",120,"['StarbucksRule', 'Starbucks', 'StealYourBucks', 'badservice', 'badcustomerservice', 'scam', 'https']"
222,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
223,1,RT @awjiminie: yoongi is literally The Caffeinated College Gay™️ that is always running late to class but somehow has enough time to pick u…,140,"['RT', 'awjiminie', 'yoongi', 'literally', 'Caffeinated', 'College', 'always', 'run', 'late', 'class', 'somehow', 'enough', 'time', 'pick']"
224,0,"I'm at @Starbucks in Kuwait City, Al Asimah https://t.co/wR1WONKQIf",67,"['Starbucks', 'Kuwait', 'City', 'Al', 'Asimah', 'https']"
225,0,This #Retail job might be a great fit for you. Click the link in our bio to see it and more. barista - Store# 11719… https://t.co/8j88j1jLln,140,"['Retail', 'job', 'might', 'great', 'fit', 'Click', 'link', 'bio', 'see', 'barista', 'Store', 'https']"
226,0,"@VreeburgDaan @wazua It was inevitable as we have been replacing coffee bushes with palacial homes, apartments and… https://t.co/vID2TgrTPz",139,"['VreeburgDaan', 'wazua', 'inevitable', 'replace', 'coffee', 'bush', 'palacial', 'home', 'apartments', 'https']"
227,0,"RT @sed_potato: Things you can't see in Pakistan
- Starbucks
- Instagram music
- Spotify
- People minding their own business",124,"['RT', 'sed_potato', 'Things', 'ca', 'see', 'Pakistan', 'Starbucks', 'Instagram', 'music', 'Spotify', 'People', 'mind', 'business']"
228,1,"@ starbucks cashier boy, yre cute but pls don't stare at me it creeps me out",76,"['starbucks', 'cashier', 'boy', 'yre', 'cute', 'pls', 'stare', 'creep']"
229,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
230,0,Going on a trip? Want to have a statement towel/blanket? Want a cute transparent bag? We've heard you. This kit is… https://t.co/zkx72g3uD9,139,"['Going', 'trip', 'Want', 'statement', 'Want', 'cute', 'transparent', 'bag', 'hear', 'kit', 'https']"
231,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
232,0,I want Starbucks ):,19,"['want', 'Starbucks']"
233,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
234,1,"This thread let me know conservatives think they know the constitution, but actually don’t know how it’s applied",112,"['thread', 'let', 'know', 'conservatives', 'think', 'know', 'constitution', 'actually', 'know', 'apply']"
235,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
236,0,RT @_steephz: I want Starbucks ):,33,"['RT', 'steephz', 'want', 'Starbucks']"
237,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
238,0,@danofthewibble There was a great local coffee shop in Central Station.  Starbucks and Cafe Nero close by but not t… https://t.co/4dyCr6vyWK,140,"['danofthewibble', 'great', 'local', 'coffee', 'shop', 'Central', 'Station', 'Starbucks', 'Cafe', 'Nero', 'close', 'https']"
239,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
240,1,"Welp. Apparently, I got 12 stars in my Starbucks card and I was able to avail a Dark Mocha Frapp. #MBN🙂",103,"['Welp', 'Apparently', 'get', 'star', 'Starbucks', 'card', 'able', 'avail', 'Dark', 'Mocha', 'Frapp']"
241,0,"RT @RachieBabe079: Tried this coffee at nfr in vegas last week. DELICIOUS!

Veteran-owned coffee company donates to Oklahoma police bashed…",139,"['RT', 'Tried', 'coffee', 'nfr', 'vegas', 'last', 'week', 'DELICIOUS', 'coffee', 'company', 'donate', 'Oklahoma', 'police']"
242,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
243,1,Management and Shareholders of Starbucks: Starbucks to stop giving franchise to Hong Kong Maxim’s group. 聯署要求Starbu… https://t.co/PofNccGelz,140,"['Management', 'Shareholders', 'Starbucks', 'Starbucks', 'stop', 'give', 'franchise', 'Hong', 'Kong', 'Maxim', 'group', 'https']"
244,1,"RT @DarkSoulsSauron: yo, ex barista here: to circumnavigate the profanity filters on starbucks POS, you'd need to make PIG your account nam…",140,"['RT', 'DarkSoulsSauron', 'yo', 'ex', 'barista', 'circumnavigate', 'profanity', 'filter', 'starbucks', 'POS', 'need', 'make', 'PIG', 'account']"
245,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
246,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
247,0,"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",105,"['RT', 'bombanta', 'Starbucks', 'put', 'tweet', 'store', 'https', 'https']"
248,1,RT @AriDrennen: Remember the story about a Starbucks employee writing “pig” on a coffee order for police officers? The employee who did it…,139,"['RT', 'AriDrennen', 'Remember', 'story', 'Starbucks', 'employee', 'write', 'pig', 'coffee', 'order', 'police', 'officer', 'employee']"
249,0,"I'm at Starbucks in Al Jahra, Al Jahrah https://t.co/bl2v8pfacJ",63,"['Starbucks', 'Al', 'Jahra', 'Al', 'Jahrah', 'https']"
250,0,Bila Starbucks malaysia nak buat pick up option from the apps and tunjuk calorie for each drinks hehehhehe....,110,"['Bila', 'Starbucks', 'malaysia', 'nak', 'buat', 'pick', 'option', 'apps', 'tunjuk', 'calorie', 'drink', 'hehehhehe']"
251,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
252,0,"Person: It's the festive season, I really fancy a mince pie, going Starbucks Coffee for one later and I am going to… https://t.co/KU4cVwHQiA",140,"['Person', 'festive', 'season', 'really', 'fancy', 'mince', 'pie', 'go', 'Starbucks', 'Coffee', 'one', 'later', 'go', 'https']"
253,1,"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",140,"['RT', 'argumentwinner', 'anybody', 'ever', 'doubt', 'turn', 'absolutely', 'right', 'plot', 'get', 'someone']"
