tweet,label,Id
"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",0,260
"Click the link in our bio to see currently open #IT jobs like ""senior business systems analyst"" at Starbucks in England.",0,261
RT @sistahoppet: emmène là au starbucks https://t.co/EP1Trh8LAo,0,262
"I'm finally in the airport through security- now it's time for the usual Starbucks and ham and cheese croissant! 
#DublinAirport #OnMeJollys",0,263
RT @Bigpikachu1: @argumentwinner Why can no one fucking Google things https://t.co/InvwWczWBH,0,264
anw i cant wait to have a breakdown in starbucks lmao 🥴🤙🏼,0,265
"I'm at Starbucks in Al Kuwayt, Al Farwaniyah https://t.co/Oov363IsGQ",0,266
RT @garvageart: Why are you putting a metal straw into a plastic Starbucks cup Megan?,0,267
"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",0,268
"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",1,269
"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",1,270
"RT @Ninja: The girls at the Starbucks drive through asked for my name, I said Tyler. Pulled up and saw them talking and smiling and they wr…",1,271
"RT @argumentwinner: not that anybody ever doubted me, but it turns out i was absolutely right about this and it was a plot to get someone f…",1,272
"RT @bombanta: Starbucks putting my tweet in their stores 
https://t.co/bYmJZGKJi0 https://t.co/gk1fg8M06z",0,273
Check out DISNEY Parks EPCOT 3rd Version STARBUCKS You are Here MUG - NEW IN BOX https://t.co/SvyFHOjixx @eBay,0,274
